ID	length	GC_num	IC_num	goodC_num	IC%	MD	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	f_MEC	f_OLS	f_OLS/MD^2	f_FMC	f_fastmeC	f_newC	f_newC/nonIC_num	f_tree_length	f_topo	f_jk30	f_jk50	f_jk70	U_MEC	U_OLS	U_OLS/MD^2	U_FMC	U_fastmeC	U_newC	U_newC/nonIC_num	U_tree_length	U_topo	U_jk30	U_jk50	U_jk70	f/U_MEC	f/U_OLS	f/U_FMC	f/U_fastmeC	f/U_newC	f/U_topo	f/U_jk30	f/U_jk50	f/U_jk70	division
Pf_494_PF01588_1	116	18	21	77	18.1	0.8075	0.0009	0.02	0.054	0.08	0.1062	0.13	0.1646	0.2003	0.2522	0.3366	0.5691	0.0005	0.0224	0.0423	0.06	0.0818	0.1106	0.1445	0.1811	0.2293	0.3036	0.5403	0.0002	0.0086	0.0195	0.0329	0.0445	0.0584	0.0748	0.0958	0.1169	0.1552	0.3577	5.796	1.3466	2.0652	1.7731	0.2807	61740	649.89	4.68	975	517	645	755	5.7246	2.6074	3.9987	3.62	0.2831	61966	652.27	4.622	939	615	755	906	1.0125	0.5165	0.4897	0.9915	0.9964	1.0383	0.8407	0.8543	0.8333	UPGMA
Pf_495_PF01113_1	126	25	12	89	9.52	1.032	0.0001	0.02	0.052	0.08	0.1034	0.13	0.166	0.1909	0.2354	0.3103	0.5569	0.0001	0.0148	0.0358	0.0539	0.07	0.0923	0.1193	0.1464	0.1792	0.2721	0.6204	0.0001	0.0095	0.0194	0.0302	0.0402	0.0527	0.0656	0.0833	0.1055	0.1333	0.3395	6.1054	1.6537	1.5527	1.3501	0.2929	72345	634.61	6.301	1023	405	554	757	6.1894	2.6593	2.4969	2.47	0.2974	72373	634.85	6.388	977	393	519	665	0.9864	0.6219	0.5469	0.9849	0.9996	1.0471	1.0305	1.0674	1.1383	UPGMA
Pf_497_PF00664_1	298	35	1	262	0.34	1.7049	0.0029	0.03	0.0646	0.1	0.1335	0.17	0.2237	0.2848	0.3411	0.46	0.9708	0.0016	0.016	0.0318	0.0448	0.06	0.0807	0.1013	0.1282	0.1661	0.2141	0.538	0.0001	0.0054	0.0115	0.0178	0.0257	0.0332	0.0433	0.0547	0.0695	0.0893	0.1895	6.0256	1.8473	0.6355	0.5732	0.2874	189440	637.85	10.273	1183	781	908	973	6.0984	5.7653	1.9835	1.99	0.2946	187889	632.62	10.399	1012	802	970	1063	0.9881	0.3204	0.2886	0.9756	1.0083	1.169	0.9738	0.9361	0.9153	fitch
Pf_505_PF01148_1	313	87	27	199	8.63	1.5894	0.0006	0.02	0.0437	0.07	0.1018	0.15	0.1797	0.2318	0.2909	0.357	0.8092	0.0002	0.0102	0.0235	0.0379	0.0549	0.0784	0.102	0.1233	0.1453	0.1779	0.3307	0	0.0066	0.0138	0.0206	0.0299	0.0394	0.0485	0.0584	0.0737	0.094	0.1993	6.4834	1.8233	0.7218	0.7181	0.3103	146588	512.55	10.305	1040	554	723	870	6.4596	3.5557	1.4075	1.39	0.313	145408	508.42	10.27	967	618	826	985	1.0037	0.5128	0.5172	0.9914	1.0081	1.0755	0.8964	0.8753	0.8832	fitch
Pf_510_PF00574_1	182	0	52	130	28.57	0.4198	0.001	0.03	0.0698	0.1	0.1365	0.17	0.21	0.2656	0.3442	0.4367	1.0668	0.0006	0.0193	0.0351	0.0501	0.0719	0.0894	0.1152	0.1417	0.1886	0.2501	0.5324	0.0001	0.0066	0.0139	0.0219	0.0303	0.04	0.0493	0.062	0.0737	0.1001	0.2005	6.1334	0.1411	0.8006	0.784	0.2962	71808	552.37	2.575	1051	522	694	854	6.1054	0.4704	2.6692	2.64	0.2994	71020	546.31	2.563	965	510	663	820	1.0046	0.3000	0.2967	0.9893	1.0111	1.0891	1.0235	1.0468	1.0415	fitch
Pf_511_PF00270_1	165	1	64	100	38.79	0.4565	0.0002	0.03	0.0576	0.09	0.1183	0.16	0.1954	0.2363	0.302	0.3908	0.6796	0.0001	0.0129	0.0308	0.0457	0.0598	0.0846	0.1051	0.1335	0.1664	0.2113	0.3889	0	0.0062	0.0142	0.0219	0.0295	0.0381	0.0471	0.0604	0.0748	0.1012	0.2215	5.8814	0.1603	0.7692	0.5921	0.2827	72514	717.96	2.685	1130	564	747	889	5.8044	0.3339	1.6023	1.6	0.2862	71580	708.71	2.65	1018	631	854	987	1.0133	0.4801	0.3702	0.9878	1.013	1.11	0.8938	0.8747	0.9007	UPGMA
Pf_512_PF00035_1	68	4	10	54	14.71	1.1302	0.0009	0.02	0.0436	0.07	0.0922	0.12	0.1432	0.1732	0.2152	0.276	0.5987	0.0009	0.0194	0.0398	0.0629	0.0809	0.1189	0.1469	0.1895	0.2272	0.3035	0.6128	0	0.0132	0.0273	0.0398	0.0556	0.0727	0.0901	0.1132	0.1423	0.1846	0.4054	5.6812	3.2714	2.5611	2.275	0.2746	45098	777.55	6.421	1079	542	704	857	5.705	5.0472	3.9513	4.37	0.2757	45131	778.12	6.448	1060	637	788	966	0.9958	0.6482	0.5209	0.996	0.9993	1.0179	0.8509	0.8934	0.8872	UPGMA
Pf_514_PF01025_1	214	60	12	142	5.61	1.2178	0.0008	0.03	0.0565	0.09	0.1201	0.15	0.182	0.2151	0.2592	0.3565	0.91	0.0003	0.0159	0.0326	0.0533	0.0685	0.0891	0.1073	0.1278	0.165	0.2112	0.442	0.0001	0.0073	0.0151	0.0228	0.0309	0.0404	0.0521	0.067	0.0853	0.111	0.2694	6.0886	1.437	0.9690	0.9175	0.2933	118324	585.76	7.415	1146	636	855	1019	6.0676	2.7285	1.8398	1.95	0.295	117596	582.16	7.391	1108	689	894	1061	1.0035	0.5267	0.4716	0.9942	1.0062	1.0343	0.9231	0.9564	0.9604	fitch
Pf_516_PF00009_2	181	0	86	95	47.51	0.3042	0.0005	0.03	0.0599	0.1	0.1415	0.18	0.2281	0.2767	0.339	0.4047	0.7069	0.0004	0.0217	0.0411	0.0602	0.0864	0.112	0.1411	0.1751	0.2084	0.2774	0.5467	0.0001	0.0076	0.0155	0.0241	0.0334	0.0443	0.0567	0.0731	0.0923	0.1225	0.2507	5.4768	0.1152	1.2449	1.0484	0.2644	72356	761.64	1.666	1252	710	907	1029	5.5734	0.3807	4.1140	3.44	0.2711	71414	751.73	1.696	1185	669	824	913	0.9827	0.3026	0.3044	0.9753	1.0132	1.0565	1.0613	1.1007	1.1271	fitch
Pf_519_PF12631_1	74	9	5	60	6.76	1.2726	0.0018	0.03	0.0514	0.08	0.1123	0.14	0.1711	0.1972	0.2433	0.3378	1.0661	0.0016	0.0225	0.0356	0.0603	0.0849	0.1057	0.1322	0.1668	0.2107	0.2895	0.7099	0.0001	0.0117	0.0214	0.0328	0.0436	0.0571	0.0706	0.0852	0.1081	0.1389	0.3454	5.88	2.931	1.8098	1.4867	0.2853	45630	661.3	7.483	1091	448	568	786	5.9346	6.0771	3.7524	2.86	0.2974	44933	651.2	7.553	1007	524	693	795	0.9908	0.4823	0.5196	0.9593	1.0155	1.0834	0.855	0.8196	0.9887	UPGMA
Pf_522_PF00118_1	506	8	190	308	37.55	0.3574	0.0007	0.03	0.0605	0.09	0.1148	0.15	0.1751	0.2239	0.2801	0.3317	0.8802	0.0002	0.0092	0.0173	0.0264	0.0347	0.0447	0.0555	0.0711	0.0902	0.1144	0.2394	0.0001	0.0039	0.0084	0.0126	0.0171	0.0214	0.0271	0.0346	0.0422	0.0586	0.1378	5.8114	0.0298	0.2333	0.2347	0.2766	210918	667.46	2.077	1253	826	948	1061	5.7918	0.0698	0.5464	0.55	0.2792	208272	659.09	2.07	1132	779	865	919	1.0034	0.4269	0.4294	0.9907	1.0127	1.1069	1.0603	1.096	1.1545	fitch
Pf_523_PF00297_1	214	18	49	147	22.9	0.6174	0.0014	0.03	0.0495	0.08	0.1113	0.14	0.1756	0.2243	0.2803	0.3459	0.696	0.0004	0.0131	0.0264	0.0399	0.0562	0.0724	0.0978	0.1262	0.1525	0.2108	0.4782	0	0.008	0.015	0.0237	0.0313	0.0386	0.047	0.0605	0.0735	0.0984	0.2698	5.2976	0.3066	0.8043	0.6881	0.2566	119306	723.07	3.271	1190	735	892	992	5.278	0.6662	1.7477	1.7	0.2608	117629	712.9	3.259	1086	780	865	910	1.0037	0.4602	0.4048	0.9839	1.0143	1.0958	0.9423	1.0312	1.0901	fitch
Pf_526_PF00270_2	181	22	34	125	18.78	0.8075	0.001	0.02	0.0467	0.07	0.1016	0.13	0.1626	0.1951	0.2432	0.3095	0.626	0.0006	0.0114	0.028	0.0414	0.0553	0.0717	0.0974	0.1217	0.16	0.2144	0.3951	0.0001	0.0079	0.0154	0.0243	0.0328	0.0431	0.0545	0.0707	0.0857	0.1115	0.2644	6.2132	0.587	0.9002	0.7474	0.3005	88070	599.12	5.017	1150	519	783	943	6.3294	1.1073	1.6982	1.7	0.303	87042	592.12	5.111	1076	429	565	683	0.9816	0.5301	0.44	0.9917	1.0118	1.0688	1.2098	1.3858	1.3807	fitch
Pf_537_PF02092_1	694	215	63	416	9.08	1.1897	0.0003	0.02	0.0489	0.08	0.0969	0.12	0.1493	0.1801	0.2263	0.2803	0.5813	0.0001	0.0075	0.017	0.0287	0.0389	0.0511	0.0643	0.0806	0.097	0.1171	0.2703	0	0.0055	0.0109	0.0164	0.022	0.0287	0.0357	0.0452	0.0555	0.0731	0.1693	5.6686	0.575	0.4062	0.3786	0.2717	381020	603.84	6.744	1278	964	1009	1060	5.6798	1.259	0.8895	0.79	0.2707	381635	604.81	6.758	1277	984	1041	1092	0.998	0.4567	0.4771	1.0037	0.9984	1.0008	0.9797	0.9693	0.9707	UPGMA
Pf_538_PF00204_1	181	12	43	126	23.76	0.5427	0.0004	0.03	0.0576	0.09	0.1089	0.13	0.1592	0.2043	0.2472	0.3081	0.6116	0.0002	0.0156	0.0275	0.0432	0.0574	0.0726	0.0934	0.1169	0.1544	0.1983	0.5151	0	0.0076	0.0146	0.0221	0.0308	0.041	0.0513	0.0631	0.0799	0.1014	0.2348	5.8646	0.2932	0.9955	0.7388	0.2823	86694	628.22	3.183	1200	703	866	952	5.8982	0.4981	1.6912	1.49	0.2809	86202	624.65	3.202	1177	812	956	1065	0.9943	0.5886	0.4965	1.005	1.0057	1.0195	0.8658	0.9059	0.8939	UPGMA
Pf_541_PF04560_1	77	0	45	32	58.44	0.2342	0.0017	0.03	0.0757	0.13	0.1861	0.26	0.3239	0.374	0.4802	0.6491	1.3494	0.0009	0.0151	0.0345	0.0603	0.0912	0.1146	0.1386	0.1851	0.2324	0.2906	0.8411	0	0.0051	0.0108	0.0174	0.0248	0.0333	0.043	0.0533	0.0693	0.0892	0.1778	4.6578	0.0393	0.7165	0.6679	0.2225	30206	943.94	1.091	1236	511	741	878	4.6424	0.2312	4.2152	4.86	0.2279	29816	931.75	1.087	1152	571	787	943	1.0033	0.1700	0.1375	0.9763	1.0131	1.0729	0.8949	0.9416	0.9311	UPGMA
Pf_542_PF02768_1	122	8	6	108	4.92	1.1072	0.0001	0.03	0.0565	0.08	0.0988	0.12	0.1476	0.1794	0.2213	0.2717	0.4778	0	0.0174	0.0307	0.0453	0.0604	0.0782	0.0965	0.1219	0.1494	0.2037	0.4252	0.0001	0.0089	0.0168	0.025	0.0346	0.0463	0.0579	0.072	0.088	0.1184	0.2486	5.3886	1.2306	1.0038	0.8084	0.2584	100529	866.63	5.966	1177	765	926	1012	5.3676	1.7578	1.4339	1.36	0.2574	100934	870.12	5.944	1168	874	1027	1095	1.0039	0.7001	0.5932	1.0039	0.996	1.0077	0.8753	0.9017	0.9242	fitch
Pf_544_PF01765_1	165	0	28	137	16.97	0.656	0.0003	0.02	0.0513	0.08	0.1066	0.14	0.1882	0.2289	0.2832	0.3576	0.9466	0.0002	0.0105	0.0252	0.0401	0.0598	0.0785	0.1032	0.1277	0.1512	0.1998	0.4338	0	0.0076	0.0146	0.0229	0.0304	0.0397	0.05	0.0616	0.0758	0.097	0.1875	5.6252	0.3318	0.7710	0.7328	0.2666	101488	740.79	3.69	1200	798	955	1053	5.663	0.7252	1.6852	1.82	0.2677	101974	744.34	3.715	1199	769	950	1062	0.9933	0.4575	0.4031	0.9959	0.9952	1.0008	1.0377	1.0053	0.9915	UPGMA
Pf_545_PF07498_1	43	2	4	37	9.3	0.8718	0.0001	0.03	0.0603	0.09	0.1184	0.16	0.2034	0.2518	0.3154	0.3918	0.9657	0.0001	0.0281	0.0523	0.0785	0.1104	0.1431	0.1787	0.2277	0.2845	0.3811	0.9999	0	0.0121	0.0246	0.0363	0.0491	0.0665	0.0834	0.1059	0.132	0.1802	0.5245	5.0904	2.0017	2.6337	1.6479	0.2467	31124	798.05	4.438	1201	561	777	957	5.3116	5.2474	6.9042	5.89	0.2499	30960	793.85	4.632	1176	545	694	853	0.9584	0.3815	0.28	0.9872	1.0053	1.0213	1.0294	1.1196	1.1219	UPGMA
Pf_546_PF07497_1	78	0	31	47	39.74	0.3445	0	0.03	0.0708	0.11	0.1486	0.19	0.2451	0.3085	0.4025	0.5479	1.9158	0	0.0195	0.0527	0.082	0.1025	0.1376	0.1663	0.2024	0.2673	0.3399	0.9692	0.0001	0.0087	0.0174	0.0266	0.0366	0.048	0.0605	0.0742	0.0949	0.1273	0.3311	5.593	0.1383	1.1653	1.289	0.2679	30724	653.7	1.927	1198	450	648	849	5.558	0.5917	4.9857	5.9	0.2791	28850	613.83	1.915	1011	446	668	816	1.0063	0.2337	0.2185	0.9599	1.065	1.185	1.009	0.9701	1.0404	fitch
Pf_547_PF08275_1	138	18	19	101	13.77	1.0297	0.0003	0.03	0.0516	0.08	0.1038	0.13	0.1493	0.1854	0.2261	0.274	0.6166	0.0002	0.0166	0.0298	0.0474	0.0652	0.0804	0.1026	0.131	0.164	0.2226	0.5828	0	0.0087	0.0176	0.0264	0.0372	0.0486	0.0617	0.0777	0.0961	0.126	0.2369	6.1572	1.2523	1.1811	1.108	0.2976	71453	600.45	6.34	1147	554	804	959	6.1978	2.7256	2.5706	2.21	0.3022	70702	594.13	6.381	1100	574	777	914	0.9934	0.4595	0.5012	0.9848	1.0106	1.0427	0.9652	1.0347	1.0492	fitch
Pf_552_PF00889_1	293	92	27	174	9.22	0.9643	0.0004	0.03	0.0551	0.08	0.1134	0.15	0.1941	0.2342	0.2764	0.3363	0.7518	0.0002	0.0162	0.0286	0.0429	0.0582	0.0738	0.0935	0.1187	0.1466	0.1866	0.3523	0	0.0065	0.0128	0.0204	0.0287	0.0372	0.0488	0.0592	0.0731	0.095	0.1704	5.7036	0.6533	0.7026	0.6484	0.2744	168827	634.69	5.5	1197	767	867	933	5.768	1.4537	1.5633	1.53	0.2742	169105	635.73	5.561	1183	789	941	1045	0.9888	0.4494	0.423	1.0007	0.9984	1.0118	0.9721	0.9214	0.8928	UPGMA
Pf_554_PF00152_1	464	41	91	332	19.61	0.8369	0.0008	0.03	0.0568	0.08	0.1173	0.15	0.1779	0.2268	0.2726	0.3557	0.8525	0.0002	0.0094	0.0177	0.0247	0.0328	0.0417	0.0524	0.0666	0.0809	0.1077	0.2645	0	0.0034	0.0075	0.012	0.0163	0.0209	0.0264	0.0333	0.0432	0.055	0.1406	4.9994	0.2322	0.3315	0.3191	0.2392	325571	872.84	4.184	1286	912	963	1025	4.9868	0.4232	0.6042	0.74	0.2395	326003	874	4.174	1285	1055	1116	1160	1.0025	0.5487	0.4314	0.9987	0.9987	1.0008	0.8645	0.8629	0.8836	UPGMA
Pf_555_PF03946_1	61	2	29	30	47.54	0.2872	0.001	0.02	0.043	0.07	0.1035	0.13	0.1644	0.1979	0.243	0.3189	1.0719	0.0006	0.0174	0.0362	0.0647	0.0881	0.1101	0.1379	0.1729	0.2225	0.3322	1.0981	0	0.0084	0.024	0.0352	0.0461	0.0603	0.0785	0.0991	0.1305	0.1713	0.4433	5.285	0.2305	2.7945	3.2984	0.2595	22747	710.84	1.518	1156	422	627	814	5.3788	0.4184	5.0725	7.77	0.2667	22697	709.28	1.545	1144	393	556	724	0.9826	0.5509	0.4245	0.973	1.0022	1.0105	1.0738	1.1277	1.1243	UPGMA
Pf_557_PF02130_1	156	45	13	98	8.33	1.2951	0.0008	0.03	0.0551	0.09	0.1117	0.15	0.1809	0.2048	0.2604	0.3225	0.602	0.0005	0.0176	0.0357	0.0534	0.0724	0.0902	0.1098	0.134	0.1746	0.2299	0.5295	0	0.0085	0.0159	0.0251	0.0357	0.0455	0.0584	0.0735	0.0917	0.1162	0.2755	5.9024	1.8394	1.0967	0.9088	0.2828	80137	560.4	7.644	1010	545	653	800	5.915	3.265	1.9466	1.97	0.2845	80278	561.38	7.66	938	559	740	844	0.9979	0.5634	0.4605	0.994	0.9982	1.0768	0.975	0.8824	0.9479	UPGMA
Pf_562_PF02092_1	671	179	71	421	10.58	1.0988	0.0002	0.03	0.0543	0.08	0.1077	0.13	0.1716	0.2217	0.2553	0.3364	0.6936	0.0001	0.0106	0.0201	0.03	0.0427	0.0521	0.0664	0.0821	0.1078	0.1429	0.3443	0	0.0058	0.0111	0.0156	0.0213	0.028	0.0345	0.0433	0.0552	0.0713	0.1574	5.5132	0.4267	0.3534	0.3424	0.2635	401171	668.62	6.058	1269	936	976	1030	5.5006	1.1689	0.9681	0.89	0.2656	400573	667.62	6.044	1224	941	1048	1104	1.0023	0.3650	0.385	0.9921	1.0015	1.0368	0.9947	0.9313	0.933	UPGMA
Pf_566_PF00572_1	131	5	34	92	25.95	0.5523	0.0003	0.02	0.0517	0.08	0.113	0.14	0.1755	0.2103	0.2544	0.3035	0.8188	0.0003	0.0155	0.0337	0.0509	0.0702	0.095	0.1213	0.1519	0.1866	0.2469	0.5109	0	0.009	0.0176	0.0275	0.0389	0.0492	0.0613	0.0757	0.0952	0.1251	0.3089	5.6798	0.4404	1.4438	1.0795	0.2729	61970	638.87	3.137	1043	602	719	811	5.6112	0.8597	2.8184	2.14	0.2758	63718	656.89	3.099	1026	715	877	967	1.0122	0.5123	0.5037	0.9895	0.9726	1.0166	0.842	0.8198	0.8387	UPGMA
Pf_567_PF03033_1	143	21	8	114	5.59	1.4162	0	0.02	0.0553	0.08	0.1114	0.14	0.1772	0.2078	0.2704	0.367	1.0584	0	0.012	0.0334	0.0545	0.0755	0.0997	0.1234	0.1603	0.2131	0.2893	0.5751	0.0002	0.0091	0.0177	0.0268	0.038	0.0487	0.0601	0.0765	0.1013	0.1366	0.2905	5.0162	3.1737	1.5824	0.9499	0.2403	109805	813.37	7.104	1172	837	941	1040	5.0764	9.7933	4.8829	3.03	0.2403	110312	817.13	7.19	1166	904	1025	1096	0.9881	0.3241	0.3133	1	0.9954	1.0051	0.9259	0.918	0.9489	UPGMA
Pf_568_PF01464_1	130	36	11	83	8.46	1.2991	0.0002	0.02	0.0526	0.07	0.0936	0.12	0.1506	0.1841	0.2185	0.2776	0.799	0.0002	0.0167	0.0405	0.0582	0.0765	0.1052	0.125	0.1659	0.2061	0.251	0.5516	0	0.0119	0.0243	0.0352	0.0492	0.0633	0.0789	0.0957	0.1191	0.1518	0.3409	6.0172	3.0559	1.8107	1.543	0.2898	71900	604.2	7.817	1118	519	713	864	6.1054	4.9426	2.9287	2.79	0.2928	71380	599.83	7.932	1101	564	748	923	0.9856	0.6183	0.5525	0.9898	1.0073	1.0154	0.9202	0.9532	0.9361	fitch
Pf_573_PF00885_1	155	20	16	119	10.32	1.0005	0.0001	0.02	0.0478	0.07	0.0935	0.12	0.149	0.1842	0.2406	0.3201	0.6375	0.0001	0.0127	0.025	0.0395	0.0524	0.0683	0.0968	0.1237	0.1766	0.2514	0.4937	0.0001	0.0082	0.0164	0.0244	0.0336	0.0438	0.0574	0.0729	0.0921	0.125	0.2596	5.2346	1.2101	1.2089	0.8693	0.251	113065	813.42	5.237	1210	767	875	966	5.2192	2.4565	2.4540	1.81	0.2539	113023	813.12	5.222	1152	786	894	974	1.003	0.4926	0.4797	0.9886	1.0004	1.0503	0.9758	0.9787	0.9918	UPGMA
Pf_577_PF04561_1	140	69	23	48	16.43	0.5178	0.0011	0.03	0.0597	0.09	0.1179	0.14	0.1798	0.2281	0.2761	0.3504	0.7376	0.0008	0.0242	0.043	0.0712	0.0984	0.1352	0.1685	0.2276	0.2944	0.4257	1.0598	0.0002	0.0113	0.0222	0.0349	0.0484	0.0644	0.0814	0.1025	0.1313	0.1814	0.5581	5.4964	0.8369	3.1214	1.7304	0.2655	51894	443.54	2.846	1078	595	768	859	5.74	1.818	6.7806	6.06	0.273	54632	466.94	2.972	1034	606	846	989	0.9576	0.4603	0.2856	0.9725	0.9499	1.0426	0.9818	0.9078	0.8686	UPGMA
Pf_578_PF00009_1	201	47	49	105	24.38	0.4231	0	0.04	0.0701	0.1	0.1317	0.16	0.2056	0.2782	0.3436	0.4768	0.9617	0	0.017	0.0338	0.0519	0.0661	0.0844	0.1121	0.1435	0.1946	0.2689	0.5556	0	0.0063	0.0126	0.0191	0.0276	0.035	0.0452	0.0572	0.0726	0.1006	0.2701	5.1786	0.1678	0.9374	0.9273	0.2501	98915	650.76	2.191	1258	866	969	1055	5.327	0.5089	2.8428	3.35	0.2527	98540	648.29	2.254	1222	773	879	1013	0.9721	0.3297	0.2767	0.9897	1.0038	1.0295	1.1203	1.1024	1.0415	fitch
Pf_579_PF00587_1	187	21	58	108	31.02	0.4883	0.0008	0.03	0.0501	0.08	0.1073	0.14	0.1813	0.2235	0.2774	0.3707	0.9118	0.0004	0.0148	0.0266	0.044	0.0601	0.0806	0.1056	0.1314	0.1657	0.2174	0.4646	0	0.0081	0.0153	0.0226	0.0299	0.0403	0.0521	0.0649	0.0805	0.1077	0.2173	5.8954	0.2227	0.9340	0.9341	0.283	73495	569.73	2.879	1071	613	746	864	5.9388	0.5161	2.1645	2.25	0.2844	74251	575.59	2.9	992	603	757	833	0.9927	0.4315	0.4148	0.9951	0.9898	1.0796	1.0166	0.9855	1.0372	fitch
Pf_582_PF01416_1	103	6	12	85	11.65	1.0071	0.0014	0.03	0.0563	0.08	0.1051	0.13	0.1535	0.1781	0.2117	0.2609	0.5895	0.0005	0.0196	0.0379	0.0581	0.0761	0.0996	0.125	0.1533	0.195	0.2562	0.5394	0	0.0086	0.0197	0.03	0.0436	0.0579	0.072	0.0902	0.1116	0.147	0.3916	6.2062	2.5242	2.4887	1.4386	0.298	51073	561.24	6.25	1009	400	551	673	6.4008	2.9557	2.9142	2.23	0.3033	50943	559.81	6.446	976	468	610	756	0.9696	0.8540	0.6449	0.9825	1.0026	1.0338	0.8547	0.9033	0.8902	fitch
Pf_586_PF03054_1	375	46	67	262	17.87	1.0165	0.0006	0.02	0.0479	0.08	0.1113	0.14	0.177	0.2093	0.2578	0.3435	0.7751	0.0002	0.0073	0.0146	0.0237	0.0343	0.0454	0.0564	0.0723	0.0912	0.1206	0.3069	0	0.0044	0.0089	0.0134	0.0186	0.0237	0.0301	0.0369	0.0447	0.0588	0.1159	4.9602	0.3038	0.2940	0.2605	0.2365	298737	969.93	5.042	1256	875	969	1033	5.0232	0.8368	0.8099	0.91	0.2373	298126	967.94	5.105	1208	841	921	960	0.9875	0.3630	0.2851	0.9966	1.002	1.0397	1.0404	1.0521	1.076	fitch
Pf_588_PF05496_1	235	5	107	123	45.53	0.3776	0.0002	0.03	0.0588	0.09	0.1241	0.16	0.1892	0.2308	0.2903	0.3757	0.7281	0.0001	0.0104	0.0232	0.0365	0.0482	0.0675	0.0816	0.1007	0.1217	0.1503	0.3582	0	0.0053	0.01	0.0159	0.0217	0.0296	0.037	0.047	0.0583	0.0755	0.1603	5.67	0.068	0.4769	0.4619	0.2705	105471	823.99	2.141	1115	513	650	757	5.6476	0.1522	1.0675	1.01	0.2716	105409	823.51	2.132	1103	583	708	876	1.004	0.4468	0.4566	0.9959	1.0006	1.0109	0.8799	0.9181	0.8642	fitch
Pf_591_PF00861_1	125	28	19	78	15.2	0.6795	0.0001	0.03	0.058	0.1	0.1259	0.16	0.1911	0.2311	0.2936	0.3978	0.8291	0	0.0203	0.0352	0.0634	0.0862	0.1053	0.1335	0.1626	0.2023	0.2539	0.4686	0	0.0095	0.0173	0.0253	0.036	0.0461	0.0605	0.0747	0.094	0.1217	0.2846	5.7176	0.5617	1.2165	0.9775	0.2751	63523	599.27	3.885	1144	659	867	1052	5.6742	1.4269	3.0904	2.61	0.2769	63409	598.2	3.855	1130	715	922	1061	1.0076	0.3937	0.3749	0.9935	1.0018	1.0124	0.9217	0.9403	0.9915	UPGMA
Pf_592_PF00590_1	222	23	33	166	14.86	0.8559	0.0003	0.03	0.0535	0.08	0.1027	0.13	0.1615	0.197	0.2421	0.2974	0.6754	0.0001	0.0148	0.0247	0.0384	0.0511	0.0655	0.083	0.1035	0.1307	0.1647	0.3598	0.0001	0.0063	0.0119	0.019	0.0285	0.0381	0.0479	0.0576	0.0706	0.0914	0.2023	6.3966	0.4861	0.6636	0.6005	0.3057	104186	551.25	5.475	1148	542	724	871	6.4302	0.8884	1.2127	1.17	0.3065	103902	549.75	5.503	1123	623	793	935	0.9948	0.5472	0.5137	0.9974	1.0027	1.0223	0.87	0.913	0.9316	UPGMA
Pf_593_PF04560_1	77	1	37	39	48.05	0.2829	0.0012	0.04	0.0722	0.12	0.1714	0.22	0.2689	0.327	0.3899	0.4891	1.0597	0.0006	0.022	0.0426	0.0638	0.0902	0.1213	0.1516	0.1865	0.2354	0.2872	0.838	0.0002	0.0068	0.0145	0.0224	0.031	0.0399	0.0511	0.0647	0.0814	0.1094	0.2618	5.2066	0.0788	0.9846	1.0465	0.249	28076	701.9	1.473	1261	516	710	859	5.4264	0.2635	3.2924	3.94	0.2508	28045	701.13	1.534	1232	552	773	927	0.9595	0.2991	0.2653	0.9928	1.0011	1.0235	0.9348	0.9185	0.9266	fitch
Pf_597_PF00410_1	129	4	22	103	17.05	0.6873	0.0003	0.02	0.0429	0.07	0.1023	0.13	0.1625	0.1934	0.2396	0.3357	0.7778	0.0002	0.0125	0.0251	0.0431	0.0616	0.081	0.1037	0.1314	0.1699	0.2124	0.5044	0.0001	0.0077	0.0161	0.0268	0.0372	0.0459	0.0564	0.0688	0.0875	0.1127	0.2201	5.8646	0.469	0.9928	0.9061	0.2792	68087	636.33	4.031	1157	605	786	896	5.8268	0.7913	1.6751	1.73	0.2828	67174	627.79	4.005	1102	726	827	921	1.0065	0.5927	0.525	0.9873	1.0136	1.0499	0.8333	0.9504	0.9729	fitch
Pf_600_PF00849_2	156	22	28	106	17.95	0.8699	0	0.03	0.0538	0.08	0.1138	0.14	0.1653	0.2039	0.242	0.3004	0.5876	0	0.012	0.0227	0.0386	0.0537	0.0674	0.0839	0.1029	0.1253	0.1776	0.3065	0	0.0064	0.0129	0.0199	0.0268	0.0359	0.0444	0.0553	0.0684	0.0892	0.2105	4.62	0.5778	0.7636	0.5948	0.221	106610	832.89	4.019	1188	731	860	940	4.6634	1.062	1.4034	1.07	0.2222	106514	832.14	4.057	1181	775	910	996	0.9907	0.5441	0.5556	0.9946	1.0009	1.0059	0.9432	0.9451	0.9438	UPGMA
