ID	length	GC_num	IC_num	goodC_num	IC%	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	MEC	OLS	OLS/MD^2	FMC	fastmeC	newC	newC/nonIC_num	tree_length	MD	topo	jk30	jk50	jk70	division
F_541_PF03332_1	236	92	54	90	22.88	0.0001	0.02	0.0516	0.07	0.1021	0.12	0.1534	0.2014	0.2458	0.3126	0.6332	0	0.0151	0.0289	0.0402	0.0595	0.0765	0.0992	0.1257	0.1637	0.2234	0.4264	0	0.0079	0.0149	0.0229	0.032	0.0425	0.0566	0.07	0.0893	0.1204	0.2908	5.5762	0.2237	1.1246	0.9844	0.2674	104639	574.94	2.487	0.446	1186	710	881	989	good
F_543_PF01189_1	289	2	146	141	50.52	0.0001	0.03	0.0703	0.1	0.1347	0.17	0.205	0.2601	0.3199	0.3988	0.8532	0	0.0129	0.0248	0.0364	0.0524	0.0662	0.0827	0.1082	0.1452	0.1916	0.4358	0	0.0049	0.0097	0.0152	0.021	0.0269	0.0347	0.0447	0.0571	0.0842	0.2069	4.62	0.0375	0.6192	0.508	0.2204	122712	858.13	1.137	0.2461	1290	868	964	1045	good
F_544_PF01105_3	196	64	29	103	14.8	0.0014	0.03	0.0584	0.09	0.1231	0.16	0.2034	0.2537	0.3076	0.3754	0.7671	0.0008	0.0133	0.025	0.0378	0.0518	0.0635	0.0837	0.1061	0.1334	0.1908	0.3972	0.0001	0.0055	0.0124	0.0183	0.0231	0.0303	0.0382	0.0488	0.0614	0.0802	0.2017	4.9574	0.2863	0.5512	0.4659	0.2373	129335	774.46	3.573	0.7207	1268	870	978	1021	good
F_545_PF00364_1	75	11	24	40	32	0	0.03	0.0514	0.08	0.1058	0.14	0.1688	0.1997	0.2745	0.3764	0.8919	0	0.0179	0.0404	0.0559	0.0818	0.1035	0.1299	0.1695	0.2144	0.3018	0.6074	0	0.0072	0.0179	0.0274	0.0404	0.052	0.0686	0.0884	0.1121	0.1514	0.3455	5.3466	0.1579	1.6221	1.8539	0.256	27076	530.9	1.668	0.312	1162	553	755	921	good
F_546_PF00297_1	291	2	149	140	51.2	0.001	0.02	0.0521	0.08	0.1126	0.14	0.1788	0.2167	0.275	0.3636	0.5905	0.0005	0.0114	0.0256	0.0378	0.0512	0.0689	0.0841	0.1041	0.1257	0.1732	0.5173	0	0.0055	0.0122	0.0192	0.0267	0.0343	0.0432	0.0545	0.0685	0.0857	0.1964	5.6574	0.0336	0.6352	0.643	0.2704	87319	614.92	1.301	0.23	1118	568	681	798	good
F_547_PF05739_4	64	5	7	52	10.94	0.0002	0.03	0.0567	0.08	0.1085	0.13	0.1648	0.1953	0.2529	0.3251	0.6449	0.0001	0.0189	0.0313	0.0498	0.0707	0.0909	0.1152	0.1487	0.1827	0.2399	0.5516	0.0001	0.0068	0.0162	0.0244	0.0332	0.0458	0.0615	0.0794	0.0993	0.1314	0.2702	4.9294	1.3682	1.7981	1.0673	0.2389	48989	859.46	4.3	0.8723	1136	684	877	984	good
F_548_PF00861_1	151	3	70	78	46.36	0	0.02	0.0437	0.07	0.101	0.13	0.1658	0.2082	0.2534	0.331	0.9044	0	0.0106	0.021	0.0357	0.0502	0.0659	0.0904	0.1151	0.1409	0.2028	0.6294	0	0.0062	0.0124	0.0192	0.0274	0.0367	0.0466	0.06	0.0785	0.1043	0.2745	4.466	0.0779	0.9679	0.9286	0.2145	71526	883.04	1.267	0.2837	1249	768	905	1008	good
F_549_PF02518_1	166	66	13	87	7.83	0.0009	0.03	0.0649	0.09	0.1264	0.16	0.2121	0.2709	0.3467	0.466	1.0888	0.0003	0.0135	0.0253	0.0399	0.0501	0.0694	0.0879	0.1148	0.151	0.2065	0.5257	0	0.0054	0.0114	0.0171	0.0228	0.0294	0.037	0.0454	0.06	0.0788	0.1702	5.8464	0.1503	0.3935	0.5106	0.279	73802	482.37	3.613	0.618	1226	676	787	876	bad
F_551_PF00122_7	263	19	92	152	34.98	0.0026	0.03	0.0615	0.09	0.1343	0.17	0.2008	0.2381	0.2883	0.3926	1.0606	0.0005	0.0115	0.0218	0.0335	0.0451	0.0603	0.0766	0.093	0.1163	0.1597	0.4372	0.0001	0.0048	0.0096	0.0153	0.021	0.0265	0.0334	0.0419	0.0521	0.0687	0.1399	4.949	0.0634	0.4465	0.3165	0.2363	128264	750.08	1.865	0.3768	1301	893	987	1033	good
F_552_PF01565_1	154	50	18	86	11.69	0.0027	0.03	0.0656	0.09	0.1185	0.15	0.1776	0.2039	0.2519	0.3399	0.6515	0.0008	0.015	0.0301	0.0449	0.0601	0.0784	0.1015	0.1256	0.1548	0.1908	0.4475	0.0001	0.006	0.0135	0.0204	0.0276	0.0383	0.048	0.0623	0.083	0.1086	0.2632	4.8538	0.8042	1.1092	0.7458	0.232	96381	708.68	4.133	0.8515	1231	902	1051	1071	good
F_553_PF00682_1	251	2	119	130	47.41	0.0005	0.03	0.0603	0.08	0.1139	0.14	0.1784	0.2227	0.2924	0.4109	0.9912	0.0001	0.0094	0.0204	0.0308	0.0438	0.0567	0.0731	0.091	0.1143	0.1482	0.3486	0	0.005	0.0107	0.0155	0.0214	0.0273	0.0346	0.0417	0.0543	0.0691	0.189	5.2304	0.019	0.3263	0.3611	0.2492	75289	570.37	1.262	0.2413	1298	818	947	1033	good
F_554_PF01201_2	194	18	77	99	39.69	0.0004	0.03	0.0681	0.1	0.1222	0.16	0.1957	0.2381	0.3127	0.4667	1.4711	0.0002	0.015	0.0346	0.0493	0.0633	0.0831	0.1062	0.1345	0.172	0.2257	0.5262	0	0.0068	0.0134	0.0196	0.0281	0.0351	0.0441	0.055	0.0714	0.097	0.2457	5.5608	0.0901	0.7113	0.6591	0.2665	83154	710.72	1.979	0.3559	1262	717	927	1043	good
F_555_PF05190_2	96	7	7	82	7.29	0.0013	0.03	0.0623	0.1	0.1242	0.15	0.1858	0.2359	0.3028	0.3693	0.7706	0.0005	0.0175	0.0376	0.0581	0.0773	0.1116	0.1474	0.1853	0.2335	0.3073	0.5651	0	0.0077	0.0169	0.0248	0.0361	0.0465	0.0603	0.0791	0.1078	0.1552	0.2878	5.166	1.7414	1.8844	1.1478	0.2496	67836	762.2	4.966	0.9613	1176	799	973	1085	good
F_556_PF00153_5	99	12	27	60	27.27	0.0007	0.03	0.0569	0.09	0.1254	0.16	0.1866	0.2228	0.2738	0.3805	1.2256	0.0003	0.0142	0.0268	0.045	0.0588	0.0803	0.0978	0.1241	0.1672	0.2427	0.4371	0	0.0065	0.0128	0.0195	0.0281	0.0363	0.0473	0.0602	0.0775	0.1035	0.2436	4.9658	0.2689	1.0696	0.9081	0.238	60000	833.33	2.49	0.5014	1228	679	825	918	good
F_557_PF00072_3	114	16	25	73	21.93	0.0007	0.03	0.0601	0.1	0.1346	0.19	0.2449	0.4319	0.6598	0.8779	1.6018	0.0002	0.0112	0.0222	0.0378	0.0601	0.0878	0.1277	0.185	0.2793	0.3661	0.7982	0	0.0048	0.0107	0.0177	0.0235	0.0302	0.0376	0.0463	0.0608	0.0797	0.1866	4.3218	0.2882	0.7159	0.6669	0.2063	87768	986.16	2.742	0.6345	1305	866	994	1077	good
F_560_PF02201_1	77	17	13	47	16.88	0	0.02	0.0443	0.07	0.105	0.13	0.1627	0.1936	0.2344	0.3088	0.5416	0	0.0135	0.0318	0.0521	0.073	0.0899	0.1192	0.1516	0.1849	0.2612	0.5708	0	0.0055	0.016	0.0254	0.0371	0.048	0.0612	0.0787	0.1029	0.1448	0.3514	5.061	0.9878	1.9919	1.1834	0.2438	54715	854.92	3.564	0.7042	1196	726	918	1035	good
F_561_PF00488_2	248	20	66	162	26.61	0.0006	0.03	0.0666	0.1	0.1304	0.16	0.204	0.2683	0.3655	0.5469	1.1533	0.0002	0.0107	0.0204	0.0313	0.0449	0.0579	0.0742	0.0979	0.1347	0.1822	0.2942	0	0.0048	0.009	0.0137	0.0184	0.0238	0.0293	0.0378	0.048	0.0665	0.1425	5.292	0.0724	0.3370	0.2527	0.2519	114740	630.44	2.453	0.4635	1235	892	1017	1103	good
F_562_PF03291_1	412	277	26	109	6.31	0	0.03	0.0487	0.07	0.1004	0.13	0.1505	0.1775	0.2133	0.3123	0.6226	0	0.0122	0.022	0.0334	0.0486	0.0614	0.078	0.1042	0.1286	0.1676	0.4209	0	0.0071	0.0131	0.0198	0.0276	0.0346	0.0445	0.0562	0.073	0.096	0.229	4.8748	0.7463	0.6630	0.6762	0.2327	263080	681.55	5.172	1.061	1257	940	1080	1143	good
F_565_PF00562_2	386	49	142	195	36.79	0.0002	0.04	0.0861	0.13	0.159	0.21	0.2574	0.3283	0.4045	0.5329	0.961	0.0001	0.0152	0.0285	0.0449	0.059	0.0781	0.0993	0.1188	0.1508	0.2014	0.4394	0	0.0044	0.0097	0.0139	0.0197	0.0253	0.0322	0.0405	0.0519	0.0696	0.1445	4.9966	0.059	0.4424	0.3727	0.2383	184354	755.55	1.825	0.3652	1293	1025	1090	1100	good
F_566_PF01398_2	116	19	41	56	35.34	0	0.02	0.0454	0.07	0.0973	0.13	0.1587	0.1985	0.2687	0.4393	1.8382	0	0.0092	0.0188	0.0334	0.0491	0.0734	0.0951	0.1266	0.1849	0.3392	0.8297	0	0.0052	0.011	0.018	0.0259	0.0364	0.047	0.0625	0.0841	0.1197	0.2443	4.886	0.1604	1.3154	1.1176	0.2354	52483	699.77	1.706	0.3492	1225	782	964	1074	good
F_567_PF00118_3	502	141	182	179	36.25	0.0016	0.02	0.0636	0.1	0.15	0.2	0.243	0.2953	0.3502	0.4283	0.9247	0.0002	0.0074	0.0193	0.0365	0.0573	0.0704	0.0852	0.1068	0.1333	0.1931	0.3837	0	0.0041	0.0085	0.0136	0.0196	0.026	0.0329	0.0418	0.0532	0.0748	0.1706	5.1366	0.0366	0.4234	0.3926	0.2455	196887	615.27	1.51	0.294	1316	1047	1124	1164	good
F_568_PF00198_1	236	122	71	43	30.08	0.0007	0.03	0.0609	0.09	0.1181	0.16	0.2185	0.2887	0.3872	0.5506	1.0606	0.0001	0.0132	0.0323	0.0485	0.0615	0.085	0.1053	0.148	0.1997	0.3327	0.8141	0.0001	0.0055	0.0114	0.0191	0.0261	0.0358	0.0476	0.0626	0.083	0.1145	0.3068	4.6942	0.0391	1.0707	1.1111	0.2243	72658	440.35	0.897	0.1911	1157	708	859	964	good
F_569_PF04561_2	198	22	43	133	21.72	0.0001	0.02	0.0561	0.1	0.1262	0.16	0.204	0.2492	0.3038	0.374	0.6936	0	0.0095	0.0231	0.0366	0.0578	0.0692	0.0928	0.112	0.1423	0.1879	0.3737	0	0.0064	0.0117	0.018	0.0248	0.032	0.039	0.0497	0.0618	0.0817	0.2265	5.1702	0.1398	0.5787	0.4791	0.2467	113321	731.1	2.541	0.4915	1228	795	967	1045	good
F_570_PF00447_1	114	9	25	80	21.93	0	0.02	0.059	0.1	0.1311	0.17	0.223	0.279	0.3848	0.5033	1.47	0	0.0033	0.0135	0.0217	0.0295	0.0403	0.0564	0.0733	0.1017	0.1605	0.5978	0	0.0024	0.0061	0.0101	0.0126	0.0169	0.0211	0.0268	0.0347	0.0484	0.1793	3.675	0.1381	0.2515	0.4006	0.1761	116470	1308.65	2.723	0.741	1254	705	873	979	good
F_571_PF02096_1	298	133	4	161	1.34	0	0.02	0.0454	0.07	0.096	0.13	0.152	0.1923	0.2302	0.2893	0.5566	0	0.0118	0.0278	0.0432	0.0596	0.0793	0.1046	0.1398	0.1802	0.2551	0.469	0.0002	0.008	0.0167	0.0251	0.0355	0.0475	0.0608	0.0799	0.1008	0.131	0.2672	5.5846	4.9809	1.2292	0.9515	0.2688	185868	632.2	11.242	2.013	1135	737	798	904	bad
F_573_PF13414_1	81	34	2	45	2.47	0.0022	0.04	0.0758	0.09	0.1329	0.16	0.1987	0.2345	0.2869	0.4246	0.8311	0.0035	0.0362	0.0615	0.0893	0.1285	0.1579	0.2034	0.2484	0.3334	0.4955	1.408	0	0.011	0.0241	0.0389	0.0544	0.0714	0.0916	0.1183	0.1506	0.2183	0.5603	4.9616	23.3698	5.9974	2.9456	0.2374	52521	664.82	9.794	1.974	1144	564	785	934	bad
F_576_PF04003_3	112	5	8	99	7.14	0.0013	0.03	0.0617	0.1	0.128	0.17	0.2087	0.2544	0.3075	0.3678	0.7752	0.0009	0.0171	0.0378	0.0563	0.0727	0.1006	0.1224	0.1561	0.2043	0.2868	0.5376	0	0.0078	0.0157	0.0231	0.0317	0.0425	0.0544	0.0702	0.0916	0.1221	0.2646	5.4782	1.5937	1.2201	0.9766	0.2621	77190	742.21	6.261	1.1429	1170	738	846	925	good
F_577_PF04096_1	164	32	16	116	9.76	0.0001	0.03	0.048	0.07	0.0915	0.11	0.1417	0.1604	0.1851	0.2255	0.4482	0	0.0111	0.0217	0.0328	0.0468	0.0617	0.0786	0.0992	0.1315	0.1686	0.3214	0	0.0061	0.0127	0.0208	0.0292	0.0392	0.0511	0.0641	0.0839	0.1102	0.2096	4.9252	1.064	0.9719	0.7289	0.2369	118907	803.43	5.153	1.0463	1234	849	947	985	good
F_578_PF00294_2	341	44	65	232	19.06	0	0.02	0.0413	0.07	0.1062	0.15	0.2058	0.2604	0.3104	0.3719	0.947	0	0.0069	0.0142	0.0242	0.0331	0.0476	0.0674	0.0967	0.1217	0.1578	0.3208	0.0001	0.0041	0.0092	0.0132	0.0181	0.0245	0.0316	0.0402	0.0529	0.0698	0.1569	4.956	0.1402	0.3760	0.3538	0.2363	216679	785.07	3.026	0.6106	1269	895	979	1029	good
F_580_PF00069_10	438	264	50	124	11.42	0.0003	0.03	0.0589	0.1	0.1324	0.16	0.2159	0.2629	0.3464	0.4462	0.9468	0.0001	0.0101	0.0197	0.0335	0.0456	0.0606	0.0804	0.1006	0.1419	0.186	0.5262	0	0.0052	0.0095	0.0146	0.0197	0.025	0.0312	0.0395	0.0505	0.0703	0.2051	5.2388	0.1662	0.4294	0.3332	0.25	180958	466.39	3.259	0.6221	1331	1069	1117	1141	good
F_582_PF01588_1	120	26	33	61	27.5	0.0005	0.03	0.0597	0.09	0.1199	0.15	0.1876	0.23	0.2761	0.3393	0.7348	0.0002	0.017	0.0364	0.0559	0.0735	0.1059	0.1352	0.1702	0.2139	0.2829	0.5646	0	0.007	0.0164	0.0249	0.0337	0.0435	0.0552	0.0725	0.0975	0.1426	0.4053	4.9994	0.378	1.9534	1.5591	0.2462	69390	797.59	2.199	0.4399	1218	721	868	981	good
F_583_PF00149_6	227	37	100	90	44.05	0.0003	0.03	0.0576	0.08	0.1089	0.14	0.1663	0.1977	0.2586	0.3624	0.9417	0.0001	0.0099	0.0172	0.0275	0.0387	0.05	0.0638	0.0877	0.1283	0.1867	0.5132	0	0.0034	0.0093	0.0146	0.0194	0.0257	0.0331	0.0426	0.0565	0.0809	0.2719	4.221	0.0513	0.5457	0.9088	0.2041	100030	787.64	1.294	0.3066	1271	743	913	1020	good
F_584_PF01105_1	179	8	44	127	24.58	0.0019	0.04	0.0713	0.1	0.1529	0.2	0.264	0.3096	0.3704	0.4917	1.3831	0.0007	0.0111	0.0246	0.0368	0.0521	0.072	0.0957	0.1126	0.143	0.191	0.4269	0.0001	0.0045	0.0092	0.0145	0.0196	0.0252	0.0313	0.0387	0.0477	0.0653	0.1627	4.6998	0.1779	0.3915	0.3887	0.2247	134855	998.93	3.168	0.6741	1310	938	1059	1087	good
F_585_PF00117_1	184	7	93	84	50.54	0	0.04	0.0736	0.11	0.1493	0.19	0.2355	0.265	0.3584	0.525	1.4448	0	0.0207	0.0378	0.0555	0.0784	0.0996	0.1295	0.1692	0.2207	0.317	0.5034	0	0.0079	0.0154	0.0237	0.0315	0.0403	0.0512	0.0613	0.0768	0.0977	0.1983	5.5272	0.0925	0.7745	0.7002	0.2661	72664	798.51	1.91	0.3456	1187	700	818	921	good
F_586_PF00069_11	170	7	93	70	54.71	0.0002	0.03	0.0633	0.1	0.1282	0.16	0.1987	0.2516	0.3635	0.4532	1.8271	0.0001	0.0108	0.0223	0.0346	0.048	0.0628	0.0823	0.105	0.1308	0.1737	0.6067	0.0001	0.0039	0.0102	0.015	0.0194	0.0256	0.0328	0.0422	0.0553	0.0743	0.2515	3.6582	0.0343	0.5484	0.483	0.1751	88312	1146.91	0.915	0.2501	1336	942	1071	1136	good
F_588_PF02582_1	245	82	18	145	7.35	0.0007	0.04	0.0682	0.09	0.1153	0.14	0.159	0.1827	0.2199	0.2919	1.0514	0.0002	0.0118	0.0227	0.0329	0.0433	0.0567	0.0732	0.0881	0.1077	0.1351	0.3348	0	0.0039	0.009	0.0149	0.0213	0.0281	0.037	0.0472	0.0627	0.0866	0.2085	4.053	1.3558	0.7922	0.5376	0.1939	230388	1014.93	5.302	1.3082	1265	1018	1071	1081	good
F_589_PF01031_1	299	86	108	105	36.12	0.0002	0.02	0.0486	0.08	0.1076	0.15	0.1902	0.2498	0.2978	0.4087	1.6475	0.0001	0.0102	0.0215	0.0333	0.0476	0.0654	0.0886	0.1325	0.175	0.2554	0.4677	0	0.005	0.0115	0.0177	0.0236	0.0316	0.0407	0.0518	0.0685	0.0948	0.2244	5.572	0.0278	0.6438	0.7194	0.2667	66941	350.48	1.158	0.2078	1169	815	924	992	good
F_591_PF00121_1	243	6	81	156	33.33	0.0016	0.03	0.0591	0.09	0.126	0.16	0.1923	0.2335	0.2961	0.365	1.0394	0.001	0.0152	0.0318	0.0461	0.0605	0.0766	0.099	0.1229	0.1457	0.2006	0.4128	0.0002	0.0076	0.0137	0.0222	0.0292	0.0373	0.0476	0.0576	0.0718	0.0914	0.1776	5.5874	0.164	0.6626	0.5564	0.266	117789	727.09	2.78	0.4975	1229	888	1015	1121	good
F_592_PF00995_4	732	214	86	432	11.75	0	0.03	0.0665	0.1	0.1354	0.17	0.2094	0.2737	0.3324	0.4179	0.9972	0	0.0081	0.0169	0.0243	0.0318	0.039	0.0499	0.0623	0.0846	0.1102	0.4207	0	0.0031	0.0059	0.0091	0.0125	0.0165	0.0214	0.0268	0.034	0.045	0.098	4.8356	0.1359	0.2049	0.1938	0.2314	544819	843.37	3.938	0.8144	1348	1071	1101	1138	good
F_593_PF03798_2	256	83	23	150	8.98	0.0003	0.03	0.0602	0.08	0.1122	0.14	0.1556	0.1919	0.2389	0.3694	0.8754	0.0001	0.0116	0.0245	0.0398	0.0551	0.0748	0.0906	0.111	0.1541	0.2282	0.5486	0	0.0068	0.0137	0.0209	0.0271	0.036	0.0473	0.0596	0.0778	0.1042	0.2535	5.7218	1.5206	0.9619	0.6746	0.2735	155788	668.62	7.194	1.2573	1183	842	1017	1095	good
F_594_PF10294_2	211	74	38	99	18.01	0.001	0.03	0.067	0.09	0.1291	0.15	0.1898	0.239	0.2991	0.3936	0.7487	0.0006	0.0198	0.034	0.0473	0.0658	0.0913	0.1152	0.1446	0.2014	0.2833	0.5684	0	0.0067	0.0141	0.0223	0.0322	0.0435	0.0567	0.0686	0.0871	0.1152	0.2616	4.7082	1.2146	1.1334	0.8049	0.2246	145891	843.3	4.874	1.0352	1263	961	1074	1144	good
F_595_PF01793_1	360	75	68	217	18.89	0.0001	0.03	0.0554	0.09	0.1276	0.17	0.2125	0.2723	0.3141	0.3992	0.7459	0	0.008	0.0232	0.0354	0.0466	0.0632	0.0796	0.0999	0.1211	0.1627	0.3055	0	0.006	0.0109	0.0164	0.0225	0.0283	0.0355	0.044	0.0543	0.0696	0.1391	6.027	0.1351	0.3290	0.3145	0.2883	168662	577.61	3.862	0.6408	1236	673	840	960	bad
F_597_PF00155_6	420	198	39	183	9.29	0.0003	0.03	0.0691	0.11	0.1376	0.19	0.2181	0.2714	0.3657	0.5526	0.9992	0.0001	0.0142	0.0255	0.0394	0.0566	0.0716	0.0941	0.1183	0.1579	0.2076	0.399	0	0.0059	0.0111	0.0169	0.0234	0.0296	0.0371	0.0451	0.0556	0.0734	0.1747	5.1058	0.2407	0.4656	0.4303	0.2442	238579	626.19	3.671	0.719	1276	1016	1085	1128	good
F_598_PF05529_1	217	85	20	112	9.22	0.0018	0.03	0.0563	0.08	0.1134	0.14	0.1681	0.1973	0.2533	0.3528	0.9855	0.0006	0.0132	0.0251	0.0371	0.0495	0.064	0.0796	0.0981	0.1343	0.1858	0.4199	0.0001	0.0064	0.0122	0.0184	0.0256	0.0331	0.0429	0.0533	0.0676	0.0883	0.2313	5.9388	0.3463	0.6550	0.5786	0.2845	92427	469.17	4.318	0.7271	1156	804	931	1013	good
F_599_PF00270_7	173	2	67	104	38.73	0.0012	0.04	0.0777	0.11	0.1378	0.18	0.2432	0.3283	0.4082	0.5816	1.0858	0.0005	0.0182	0.0352	0.0512	0.0676	0.099	0.1273	0.1638	0.1914	0.2466	0.4493	0	0.0061	0.0126	0.0193	0.0265	0.0349	0.0426	0.0528	0.0681	0.0906	0.2132	5.3704	0.0819	0.6226	0.6203	0.256	73958	697.72	1.948	0.3627	1223	734	919	1003	good
F_600_PF00749_2	316	10	113	193	35.76	0	0.02	0.0436	0.07	0.102	0.14	0.1818	0.2278	0.2832	0.4045	0.7269	0	0.0096	0.02	0.0336	0.0473	0.0643	0.0845	0.1043	0.1385	0.1852	0.5212	0	0.003	0.0088	0.0142	0.0219	0.0308	0.0411	0.0561	0.0706	0.0956	0.2453	5.1968	0.1219	0.7269	0.6893	0.2493	146747	722.89	2.128	0.4095	1160	858	972	1017	good
F_601_PF12710_2	425	38	156	231	36.71	0.0001	0.03	0.0624	0.09	0.1205	0.15	0.1747	0.2164	0.2733	0.3349	0.9053	0	0.0113	0.0207	0.0335	0.0469	0.0576	0.073	0.0904	0.1094	0.144	0.3787	0.0001	0.0056	0.0107	0.0158	0.0214	0.027	0.0338	0.0419	0.0535	0.0688	0.1684	5.6518	0.067	0.3746	0.4034	0.2703	177928	661.44	2.39	0.4229	1292	911	992	1057	good
F_602_PF00069_35	383	94	110	179	28.72	0.0017	0.03	0.0525	0.08	0.1122	0.15	0.1745	0.2223	0.2813	0.3909	1.3257	0.0001	0.0077	0.0137	0.0201	0.0287	0.0379	0.0473	0.0627	0.079	0.1044	0.273	0	0.0028	0.0053	0.0091	0.0129	0.0176	0.0235	0.0317	0.0402	0.0536	0.19	4.144	0.0928	0.3810	0.365	0.1989	249881	915.32	2.045	0.4935	1321	986	1062	1088	good
F_603_PF00122_5	326	97	96	133	29.45	0.0017	0.04	0.0787	0.11	0.1463	0.18	0.2362	0.2903	0.3565	0.5943	1.2059	0.0006	0.0122	0.0232	0.0375	0.056	0.0729	0.0898	0.1163	0.1532	0.2052	0.3797	0	0.0044	0.0092	0.0139	0.0196	0.0248	0.0339	0.0418	0.0537	0.0693	0.1336	5.18	0.0782	0.3420	0.3002	0.247	174358	758.08	2.477	0.4782	1303	959	1064	1108	good
F_604_PF00091_1	225	11	127	87	56.44	0.0005	0.03	0.0538	0.08	0.1144	0.14	0.1725	0.2161	0.2982	0.5558	1.1495	0.0001	0.0106	0.0178	0.028	0.0393	0.0537	0.0654	0.0843	0.1221	0.3382	0.6876	0	0.0039	0.0085	0.0133	0.0187	0.025	0.0322	0.042	0.0546	0.0753	0.2831	4.0446	0.0359	0.7478	0.7364	0.1952	101441	1035.11	0.886	0.2191	1181	676	789	875	good
F_605_PF00505_2	69	0	38	31	55.07	0.0003	0.02	0.0588	0.09	0.1205	0.16	0.193	0.2359	0.3072	0.4382	1.3296	0.0003	0.0134	0.0404	0.0621	0.093	0.1199	0.1511	0.1936	0.2481	0.3283	0.9316	0.0001	0.0069	0.0185	0.0301	0.0386	0.0507	0.0641	0.0821	0.1025	0.1372	0.3428	4.4548	0.1749	2.3245	1.8689	0.2165	33552	1082.32	1.222	0.2743	1153	474	652	792	bad
F_607_PF08238_2	40	4	7	29	17.5	0.0002	0.04	0.0745	0.11	0.1479	0.17	0.1987	0.256	0.3376	0.505	1.182	0.0001	0.0237	0.0459	0.0784	0.1087	0.1401	0.1718	0.2105	0.2775	0.3733	0.8006	0	0.0079	0.0157	0.0246	0.0377	0.0539	0.0688	0.0866	0.1092	0.1514	0.376	4.3848	1.0009	2.1127	1.601	0.2139	26690	808.79	3.018	0.6883	1227	610	754	883	bad
F_608_PF00956_1	314	56	75	183	23.89	0.0012	0.03	0.0605	0.1	0.1284	0.16	0.1855	0.2317	0.2938	0.3852	1.0706	0.0003	0.0089	0.0183	0.0285	0.0388	0.0552	0.0656	0.0829	0.1055	0.1427	0.3685	0.0001	0.0048	0.009	0.0139	0.0188	0.0244	0.0307	0.0385	0.0487	0.062	0.1289	4.9896	0.105	0.3070	0.2907	0.2383	175658	734.97	2.918	0.5848	1214	863	972	1082	good
F_610_PF00226_2	62	0	21	41	33.87	0.0001	0.03	0.0586	0.09	0.1207	0.15	0.1921	0.2304	0.2916	0.3899	0.8071	0.0001	0.0225	0.0453	0.0767	0.1012	0.1245	0.1653	0.2145	0.2585	0.3203	0.6136	0	0.0096	0.0203	0.0312	0.0444	0.0579	0.0764	0.099	0.1269	0.1637	0.3429	5.3746	0.4882	2.2328	1.6272	0.2601	29502	719.56	2.513	0.4676	1080	602	803	922	good
F_611_PF00227_7	213	61	62	90	29.11	0.0003	0.03	0.0572	0.09	0.1209	0.15	0.1907	0.2333	0.2874	0.379	0.7692	0.0001	0.0158	0.031	0.055	0.0726	0.0999	0.1181	0.1438	0.1705	0.2218	0.5011	0	0.0074	0.0147	0.0228	0.0314	0.0402	0.0513	0.0649	0.0884	0.1239	0.3391	3.983	0.2783	1.5115	1.1973	0.1915	141673	938.23	1.709	0.4291	1304	965	1074	1129	good
F_612_PF04193_2	71	13	6	52	8.45	0.0004	0.02	0.0519	0.08	0.1059	0.14	0.172	0.2114	0.2599	0.3189	0.8571	0.0003	0.0173	0.0379	0.0591	0.0736	0.0961	0.1268	0.1524	0.1951	0.2964	0.5259	0	0.0107	0.0219	0.0322	0.042	0.0528	0.0652	0.0822	0.1028	0.1382	0.3668	5.1072	1.7907	1.4615	1.4656	0.2477	46893	721.43	5.653	1.1069	1144	607	766	930	good
F_613_PF00443_2	629	347	67	215	10.65	0.0001	0.03	0.0716	0.11	0.1458	0.19	0.2466	0.2953	0.3788	0.4949	0.8493	0	0.0091	0.0234	0.0386	0.0509	0.072	0.0977	0.1199	0.1436	0.17	0.3843	0	0.004	0.0085	0.0141	0.0193	0.0258	0.0338	0.0425	0.0534	0.0707	0.1328	5.264	0.2109	0.4082	0.3088	0.2508	298532	531.2	3.784	0.7188	1309	999	1042	1098	good
F_614_PF00069_16	229	62	65	102	28.38	0.0001	0.02	0.0502	0.08	0.1036	0.13	0.1604	0.1946	0.2465	0.3141	1.0255	0.0001	0.011	0.0237	0.037	0.0515	0.0701	0.0885	0.1109	0.1386	0.1789	0.7285	0	0.0073	0.0129	0.0202	0.0287	0.0367	0.0465	0.0605	0.0772	0.1011	0.2327	4.5654	0.2144	0.8128	0.6404	0.2218	114148	696.02	2.345	0.5136	1297	918	1038	1098	good
F_616_PF04410_1	170	50	19	101	11.18	0.0006	0.04	0.0705	0.1	0.1416	0.18	0.2129	0.2566	0.3539	0.4478	1.2526	0.0007	0.0221	0.0471	0.0667	0.0921	0.1172	0.1427	0.1774	0.226	0.2758	0.5125	0	0.0083	0.0174	0.0252	0.0359	0.0466	0.0579	0.0724	0.0933	0.1219	0.3074	5.4194	1.2517	1.0110	0.8294	0.2598	110339	730.72	6.03	1.1127	1209	758	960	1070	good
